,Title,Star Rating,Price
940,Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine,Five,57.36
941,"I Hate Fairyland, Vol. 1: Madly Ever After (I Hate Fairyland (Compilations) #1-5)",Two,29.17
942,I am a Hero Omnibus Volume 1,Three,54.63
943,How to Be Miserable: 40 Strategies You Already Use,One,46.03
944,Her Backup Boyfriend (The Sorensen Family #1),One,33.97
945,"Giant Days, Vol. 2 (Giant Days #5-8)",Two,22.11
946,Forever and Forever: The Courtship of Henry Longfellow and Fanny Appleton,Three,29.69
947,First and First (Five Boroughs #3),Four,15.97
948,Fifty Shades Darker (Fifty Shades #2),One,21.96
949,Everydata: The Misinformation Hidden in the Little Data You Consume Every Day,Two,54.35
950,"Don't Be a Jerk: And Other Practical Advice from Dogen, Japan's Greatest Zen Master",Two,37.97
951,Danganronpa Volume 1,Four,51.99
952,Crown of Midnight (Throne of Glass #2),Three,43.29
953,"Codename Baboushka, Volume 1: The Conclave of Death",Four,36.72
954,Camp Midnight,Four,17.08
955,Call the Nurse: True Stories of a Country Nurse on a Scottish Isle,Five,29.14
956,Burning,Three,28.81
957,Bossypants,Two,49.46
958,"Bitch Planet, Vol. 1: Extraordinary Machine (Bitch Planet (Collected Editions))",Two,37.92
959,"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",Two,28.09
960,Algorithms to Live By: The Computer Science of Human Decisions,One,30.81
961,A World of Flavor: Your Gluten Free Passport,One,42.95
962,"A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations",Five,56.76
963,A Murder in Time,One,16.64
964,A Flight of Arrows (The Pathfinders #2),Five,55.53
965,A Fierce and Subtle Poison,Four,28.13
966,A Court of Thorns and Roses (A Court of Thorns and Roses #1),One,52.37
967,(Un)Qualified: How God Uses Broken People to Do Big Things,Five,54.0
968,You Are What You Love: The Spiritual Power of Habit,Four,21.87
969,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",Four,43.3
970,Tuesday Nights in 1980,Two,21.04
971,Tracing Numbers on a Train,Three,41.6
972,Throne of Glass (Throne of Glass #1),Three,35.07
973,Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,One,59.64
974,Thirteen Reasons Why,One,52.72
975,The White Cat and the Monk: A Retelling of the Poem “Pangur Bán”,Four,58.08
976,The Wedding Dress,One,24.12
977,The Vacationers,Four,42.15
978,The Third Wave: An Entrepreneur’s Vision of the Future,Five,12.61
979,The Stranger,Four,17.44
980,The Shadow Hero (The Shadow Hero),One,33.14
981,The Secret (The Secret #1),Four,27.37
982,The Regional Office Is Under Attack!,Five,51.36
983,The Psychopath Test: A Journey Through the Madness Industry,Two,36.0
984,The Project,One,10.65
985,The Power of Now: A Guide to Spiritual Enlightenment,Two,43.54
986,The Omnivore's Dilemma: A Natural History of Four Meals,Two,38.21
987,The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,Five,37.34
988,The Murder of Roger Ackroyd (Hercule Poirot #4),Four,44.1
989,The Mistake (Off-Campus #2),Three,43.29
990,The Matchmaker's Playbook (Wingmen Inc. #1),One,55.85
991,The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,Two,37.6
992,The Long Shadow of Small Ghosts: Murder and Memory in an American City,One,10.97
993,The Kite Runner,Four,41.82
994,The House by the Lake,One,36.95
995,The Glittering Court (The Glittering Court #1),One,44.28
996,The Girl on the Train,Two,55.02
997,The Genius of Birds,One,17.24
998,The Emerald Mystery,Two,23.15
999,The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,One,41.25
1000,The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,Three,32.0
1001,The Artist's Way: A Spiritual Path to Higher Creativity,Five,38.49
1002,The Art of War,Five,33.34
1003,The Argonauts,Two,10.93
1004,The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,Three,27.55
1005,Suddenly in Love (Lake Haven #1),Two,55.99
1006,Something More Than This,Four,16.24
1007,Soft Apocalypse,Two,26.12
1008,So You've Been Publicly Shamed,Two,12.23
1009,Shoe Dog: A Memoir by the Creator of NIKE,Two,23.99
1010,"Shobu Samurai, Project Aryoku (#3)",Three,29.06
1011,Secrets and Lace (Fatal Hearts #1),One,20.27
1012,Scarlett Epstein Hates It Here,Five,43.55
1013,Romero and Juliet: A Tragic Tale of Love and Zombies,One,36.94
1014,Redeeming Love,Five,20.47
1015,Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,One,41.06
1016,Poems That Make Grown Women Cry,Four,14.19
1017,"Nightingale, Sing",One,38.28
1018,Night Sky with Exit Wounds,One,41.05
1019,Mrs. Houdini,Five,30.25
1020,Modern Romance,Five,28.26
1021,Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children #1),One,10.76
1022,Louisa: The Extraordinary Life of Mrs. Adams,Two,16.85
1023,Little Red,Three,13.47
1024,Library of Souls (Miss Peregrine’s Peculiar Children #3),Five,48.56
1025,Large Print Heart of the Pride,Two,19.15
1026,I Had a Nice Time And Other Lies...: How to find love & sh*t like that,Four,57.36
1027,Hollow City (Miss Peregrine’s Peculiar Children #2),One,42.98
1028,Grumbles,Two,22.16
1029,Full Moon over Noah’s Ark: An Odyssey to Mount Ararat and Beyond,Four,49.43
1030,Frostbite (Vampire Academy #2),Five,29.99
1031,Follow You Home,One,21.36
1032,First Steps for New Christians (Print Edition),One,29.0
1033,Finders Keepers (Bill Hodges Trilogy #2),Five,53.53
1034,"Fables, Vol. 1: Legends in Exile (Fables #1)",Four,41.62
1035,Eureka Trivia 6.0,Four,54.59
1036,Drive: The Surprising Truth About What Motivates Us,Four,34.95
1037,Done Rubbed Out (Reightman & Bailey #1),Five,37.72
1038,Doing It Over (Most Likely To #1),Three,35.61
1039,"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",Three,42.16
1040,Dark Notes,Five,19.19
1041,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Three,19.43
1042,Close to You,Four,49.46
1043,Chasing Heaven: What Dying Taught Me About Living,Two,37.8
1044,Big Magic: Creative Living Beyond Fear,Three,30.8
1045,Becoming Wise: An Inquiry into the Mystery and Art of Living,Two,27.43
1046,Beauty Restored (Riley Family Legacy Novellas #3),Two,11.11
1047,Batman: The Long Halloween (Batman),Two,36.5
1048,Batman: The Dark Knight Returns (Batman),Five,15.38
1049,Ayumi's Violin,Two,15.48
1050,Anonymous,Four,46.82
1051,Amy Meets the Saints and Sages,Three,18.46
1052,Amid the Chaos,One,36.58
1053,Amatus,Five,50.54
1054,Agnostic: A Spirited Manifesto,Five,12.51
1055,Zealot: The Life and Times of Jesus of Nazareth,Three,24.7
1056,You (You #1),Five,43.61
1057,"Wonder Woman: Earth One, Volume One (Wonder Woman: Earth One #1)",Four,37.34
1058,Wild Swans,Two,14.36
1059,Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,Four,52.65
1060,Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity,Four,38.2
1061,What's It Like in Space?: Stories from Astronauts Who've Been There,Two,19.6
1062,"We Are Robin, Vol. 1: The Vigilante Business (We Are Robin #1)",One,53.9
1063,Walt Disney's Alice in Wonderland,Five,12.96
1064,V for Vendetta (V for Vendetta Complete),Four,37.1
1065,Until Friday Night (The Field Party #1),Two,46.31
1066,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Two,45.95
1067,Twenty Yawns,Two,22.08
1068,Through the Woods,Two,25.38
1069,This Is Where It Ends,Two,27.12
1070,The Year of Magical Thinking,Two,43.04
1071,The Wright Brothers,Four,56.8
1072,The White Queen (The Cousins' War #1),Five,25.91
1073,The Wedding Pact (The O'Malleys #2),Three,32.61
1074,The Time Keeper,Five,27.88
1075,The Testament of Mary,Four,52.67
1076,The Star-Touched Queen,Five,46.02
1077,The Songs of the Gods,Five,44.48
1078,The Song of Achilles,Five,37.4
1079,The Rosie Project (Don Tillman #1),One,54.04
1080,The Power of Habit: Why We Do What We Do in Life and Business,Three,16.88
1081,The Marriage of Opposites,Four,28.08
1082,The Lucifer Effect: Understanding How Good People Turn Evil,One,10.4
1083,The Long Haul (Diary of a Wimpy Kid #9),One,44.07
1084,The Loney,One,23.4
1085,The Literature Book (Big Ideas Simply Explained),Three,17.43
1086,The Last Mile (Amos Decker #2),Two,54.21
1087,The Immortal Life of Henrietta Lacks,Two,40.67
1088,The Hidden Oracle (The Trials of Apollo #1),Two,52.26
1089,The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,Three,28.77
1090,The Guilty (Will Robie #4),Two,13.82
1091,The First Hostage (J.B. Collins #2),Three,25.85
1092,The Dovekeepers,One,48.78
1093,The Darkest Lie,Five,35.35
1094,The Bane Chronicles (The Bane Chronicles #1-11),Four,44.73
1095,The Bad-Ass Librarians of Timbuktu: And Their Race to Save the World’s Most Precious Manuscripts,One,15.77
1096,The 14th Colony (Cotton Malone #11),One,39.24
1097,That Darkness (Gardiner and Renner #1),One,13.92
1098,Tastes Like Fear (DI Marnie Rome #3),One,10.69
1099,Take Me with You,Three,45.21
1100,Swell: A Year of Waves,One,45.58
1101,Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),Five,11.89
1102,Still Life with Bread Crumbs,Three,26.41
1103,Steve Jobs,Five,39.5
1104,Sorting the Beef from the Bull: The Science of Food Fraud Forensics,Four,44.74
1105,Someone Like You (The Harrisons #2),Five,52.79
1106,"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",Four,35.43
1107,Shtum,Four,55.84
1108,See America: A Celebration of Our National Parks & Treasured Sites,Three,48.87
1109,salt.,Four,46.78
1110,Robin War,Three,47.82
1111,"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",Two,25.48
1112,Rain Fish,Three,23.57
1113,"Quarter Life Poetry: Poems for the Young, Broke and Hangry",Five,50.89
1114,Pet Sematary,Three,10.56
1115,"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",Three,52.15
1116,Once Was a Time,Two,18.28
1117,Old School (Diary of a Wimpy Kid #10),Five,11.83
1118,No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,Two,21.95
1119,"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",Two,38.39
1120,My Name Is Lucy Barton,One,41.56
1121,My Mrs. Brown,Three,24.48
1122,My Kind of Crazy,One,40.36
1123,Mr. Mercedes (Bill Hodges Trilogy #1),One,28.9
1124,More Than Music (Chasing the Dream #1),Two,37.61
1125,Made to Stick: Why Some Ideas Survive and Others Die,Five,38.85
1126,Luis Paints the World,Three,53.95
1127,Luckiest Girl Alive,Three,49.83
1128,Lowriders to the Center of the Earth (Lowriders in Space #2),Two,51.51
1129,Love Is a Mix Tape (Music #1),One,18.03
1130,Looking for Lovely: Collecting the Moments that Matter,Five,29.14
1131,"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",Four,46.91
1132,Let It Out: A Journey Through Journaling,Five,26.79
1133,Lady Midnight (The Dark Artifices #1),Five,16.28
1134,"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",One,19.55
1135,Island of Dragons (Unwanteds #7),One,29.65
1136,I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,Four,25.98
1137,I Am Pilgrim (Pilgrim #1),Four,10.6
1138,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",Five,14.75
1139,"Hush, Hush (Hush, Hush #1)",Three,47.02
1140,Hold Your Breath (Search and Rescue #1),One,28.82
1141,Hamilton: The Revolution,Three,58.79
1142,Greek Mythic History,Five,10.23
1143,God: The Most Unpleasant Character in All Fiction,Five,30.03
1144,Glory over Everything: Beyond The Kitchen House,Three,45.84
1145,Feathers: Displays of Brilliant Plumage,Three,49.05
1146,"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",Four,15.06
1147,Every Last Word,Three,46.47
1148,Eligible (The Austen Project #4),Three,27.09
1149,El Deafo,Five,57.62
1150,Eight Hundred Grapes,Four,14.39
1151,"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",Five,51.75
1152,"Eat Fat, Get Thin",Two,54.07
1153,Don't Get Caught,One,55.35
1154,Doctor Sleep (The Shining #2),Two,40.12
1155,Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),Five,37.51
1156,Dear Mr. Knightley,Five,11.21
1157,Daily Fantasy Sports,One,36.58
1158,Crazy Love: Overwhelmed by a Relentless God,Two,47.72
1159,Cometh the Hour (The Clifton Chronicles #6),Three,25.01
1160,Code Name Verity (Code Name Verity #1),Four,22.13
1161,Clockwork Angel (The Infernal Devices #1),One,44.14
1162,City of Glass (The Mortal Instruments #3),Four,56.02
1163,City of Fallen Angels (The Mortal Instruments #4),Four,11.23
1164,City of Bones (The Mortal Instruments #1),One,43.28
1165,City of Ashes (The Mortal Instruments #2),One,47.27
1166,Cell,Four,20.29
1167,Catching Jordan (Hundred Oaks),Three,50.83
1168,"Carry On, Warrior: Thoughts on Life Unarmed",Three,31.85
1169,Carrie,Two,46.23
1170,Buying In: The Secret Dialogue Between What We Buy and Who We Are,Four,37.8
1171,Brain on Fire: My Month of Madness,Five,49.32
1172,Batman: Europa,Two,32.01
1173,Barefoot Contessa Back to Basics,One,28.01
1174,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,Five,50.62
1175,Balloon Animals,Three,17.03
1176,Art Ops Vol. 1,Three,48.8
1177,Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),Four,58.14
1178,Angels Walking (Angels Walking #1),Two,34.2
1179,Angels & Demons (Robert Langdon #1),Three,51.48
1180,All the Light We Cannot See,Five,29.87
1181,"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",Two,10.9
1182,Abstract City,Five,56.37
1183,A Time of Torment (Charlie Parker #14),Five,48.35
1184,A Study in Scarlet (Sherlock Holmes #1),Two,16.73
1185,"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",Two,56.48
1186,A People's History of the United States,Two,40.79
1187,A Man Called Ove,One,39.72
1188,A Distant Mirror: The Calamitous 14th Century,Three,14.58
1189,A Brush of Wings (Angels Walking #3),One,55.51
1190,1491: New Revelations of the Americas Before Columbus,Three,21.8
1191,"The Three Searches, Meaning, and the Story",Three,13.33
1192,Searching for Meaning in Gailana,One,38.73
1193,Rook,Four,37.86
1194,My Kitchen Year: 136 Recipes That Saved My Life,Two,11.53
1195,13 Hours: The Inside Account of What Really Happened In Benghazi,One,27.06
1196,Will You Won't You Want Me?,Three,13.86
1197,Tipping Point for Planet Earth: How Close Are We to the Edge?,One,37.55
1198,The Star-Touched Queen,Five,32.3
1199,The Silent Sister (Riley MacPherson #1),Five,46.29
1200,The Midnight Watch: A Novel of the Titanic and the Californian,One,26.2
1201,The Lonely City: Adventures in the Art of Being Alone,Two,33.26
1202,The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,Four,59.15
1203,The Golden Condom: And Other Essays on Love Lost and Found,One,39.43
1204,The Epidemic (The Program 0.6),Five,14.44
1205,The Dinner Party,Two,56.54
1206,The Diary of a Young Girl,Three,59.9
1207,The Children,Three,11.88
1208,Stars Above (The Lunar Chronicles #4.5),Two,48.05
1209,Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,Three,21.21
1210,Raspberry Pi Electronics Projects for the Evil Genius,Four,49.67
1211,Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,One,43.14
1212,Psycho: Sanitarium (Psycho #1.5),Five,36.97
1213,Poisonous (Max Revere Novels #3),Three,26.8
1214,One with You (Crossfire #5),Four,15.71
1215,No Love Allowed (Dodge Cove #1),Four,54.65
1216,Murder at the 42nd Street Library (Raymond Ambler #1),Four,54.36
1217,Most Wanted,Three,35.28
1218,"Love, Lies and Spies",Two,20.55
1219,How to Speak Golf: An Illustrated Guide to Links Lingo,Five,58.32
1220,Hide Away (Eve Duncan #20),One,11.84
1221,Furiously Happy: A Funny Book About Horrible Things,Four,41.46
1222,Everyday Italian: 125 Simple and Delicious Recipes,Five,20.1
1223,Equal Is Unfair: America's Misguided Fight Against Income Inequality,One,56.86
1224,Eleanor & Park,Five,56.51
1225,Dirty (Dive Bar #1),Four,40.83
1226,Can You Keep a Secret? (Fear Street Relaunch #4),One,48.64
1227,Boar Island (Anna Pigeon #19),Three,59.48
1228,A Paris Apartment,Four,39.01
1229,"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",One,38.77
1230,Troublemaker: Surviving Hollywood and Scientology,Two,48.39
1231,The Widow,Two,27.26
1232,"The Sleep Revolution: Transforming Your Life, One Night at a Time",Four,11.68
1233,The Improbability of Love,One,59.45
1234,The Art of Startup Fundraising,Three,21.0
1235,Take Me Home Tonight (Rock Star Romance #3),Three,53.98
1236,Sleeping Giants (Themis Files #1),One,48.74
1237,"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",Two,21.15
1238,Playing with Fire,Three,13.71
1239,Off the Hook (Fishing for Trouble #1),Three,47.67
1240,Mothering Sunday,Two,13.34
1241,"Mother, Can You Not?",Five,16.89
1242,M Train,One,27.18
1243,Lilac Girls,Two,17.28
1244,Lies and Other Acts of Love,One,45.14
1245,Lab Girl,One,40.85
1246,Keep Me Posted,Four,20.46
1247,It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,Three,56.27
1248,Grey (Fifty Shades #4),Four,48.49
1249,"Exit, Pursued by a Bear",Four,51.34
1250,Daredevils,Three,16.34
1251,Cravings: Recipes for What You Want to Eat,Three,20.5
1252,Born for This: How to Find the Work You Were Meant to Do,Five,21.59
1253,Arena,Four,21.36
1254,Adultery,Five,20.88
1255,A Mother's Reckoning: Living in the Aftermath of Tragedy,Three,19.53
1256,A Gentleman's Position (Society of Gentlemen #3),Five,14.75
1257,11/22/63,Three,48.48
1258,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",Two,24.57
1259,10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,Five,49.71
1260,Without Shame,Five,48.27
1261,Watchmen,Four,58.05
1262,Unlimited Intuition Now,Four,58.87
1263,Underlying Notes,Two,11.82
1264,The Shack,One,28.03
1265,The New Brand You: Your New Image Makes the Sale for You,Five,44.05
1266,"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",Four,12.34
1267,The Flowers Lied,Two,16.68
1268,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",One,55.91
1269,The Book of Mormon,Three,24.57
1270,The Art and Science of Low Carbohydrate Living,Five,52.98
1271,The Alien Club,One,54.4
1272,Suzie Snowflake: One beautiful flake (a self-esteem story),Five,54.81
1273,Nap-a-Roo,One,25.08
1274,"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",Four,10.41
1275,Modern Day Fables,Two,47.44
1276,If I Gave You God's Phone Number....: Searching for Spirituality in America,One,20.91
1277,"Fruits Basket, Vol. 9 (Fruits Basket #9)",Four,33.95
1278,Dress Your Family in Corduroy and Denim,Three,43.68
1279,Don't Forget Steven,One,33.23
1280,Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,Two,35.92
1281,Art and Fear: Observations on the Perils (and Rewards) of Artmaking,Four,48.63
1282,A Shard of Ice (The Black Symphony Saga #1),Three,56.63
1283,A Hero's Curse (The Unseen Chronicles #1),Three,50.49
1284,23 Degrees South: A Tropical Tale of Changing Whether...,Two,35.79
1285,"Zero to One: Notes on Startups, or How to Build the Future",Three,34.06
1286,Why Not Me?,One,17.76
1287,When Breath Becomes Air,Two,39.36
1288,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,Two,36.94
1289,The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),Five,43.62
1290,The New Drawing on the Right Side of the Brain,Three,43.02
1291,"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",Four,28.45
1292,The Martian (The Martian #1),Two,41.39
1293,The High Mountains of Portugal,One,51.15
1294,The Grownup,One,35.88
1295,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,One,36.91
1296,South of Sunshine,One,28.93
1297,Smarter Faster Better: The Secrets of Being Productive in Life and Business,Five,38.89
1298,Silence in the Dark (Logan Point #4),Three,58.33
1299,Shadows of the Past (Logan Point #1),Five,39.67
1300,Roller Girl,Five,14.1
1301,Rising Strong,Three,21.82
1302,Proofs of God: Classical Arguments from Tertullian to Barth,One,54.21
1303,Please Kill Me: The Uncensored Oral History of Punk,Four,31.19
1304,Out of Print: City Lights Spotlight No. 14,Five,53.64
1305,My Life Next Door (My Life Next Door ),Five,36.39
1306,Miller's Valley,Two,58.54
1307,Man's Search for Meaning,Three,29.48
1308,"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",Two,25.06
1309,Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,Three,12.55
1310,Les Fleurs du Mal,Five,29.04
1311,Left Behind (Left Behind #1),Two,40.72
1312,Kill 'Em and Leave: Searching for James Brown and the American Soul,Five,45.05
1313,Kierkegaard: A Christian Missionary to Christians,One,47.13
1314,John Vassos: Industrial Design for Modern Life,Four,20.22
1315,I'll Give You the Sun,One,56.48
1316,I Will Find You,One,44.21
1317,Hystopia: A Novel,Four,21.96
1318,Howl and Other Poems,Two,40.45
1319,History of Beauty,Four,10.29
1320,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Two,52.86
1321,Future Shock (Future Shock #1),Five,55.65
1322,Ender's Game (The Ender Quintet #1),One,43.64
1323,Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,One,28.41
1324,Death by Leisure: A Cautionary Tale,Four,37.51
1325,Brilliant Beacons: A History of the American Lighthouse,Three,11.45
1326,Brazen: The Courage to Find the You That's Been Hiding,Two,19.22
1327,Between the World and Me,Four,56.91
1328,Being Mortal: Medicine and What Matters in the End,Four,55.06
1329,"A Murder Over a Girl: Justice, Gender, Junior High",Three,13.2
1330,32 Yolks,Two,53.63
1331,"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",Five,44.48
1332,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Three,12.08
1333,Wildlife of New York: A Five-Borough Coloring Book,Two,22.14
1334,What Happened on Beale Street (Secrets of the South Mysteries #2),Five,25.37
1335,Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,Two,46.33
1336,Under the Tuscan Sun,Three,37.33
1337,Toddlers Are A**holes: It's Not Your Fault,One,25.55
1338,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,One,34.72
1339,The Whale,Four,35.96
1340,The Story of Art,Four,41.14
1341,The Origin of Species,Four,10.01
1342,The Great Gatsby,Four,36.05
1343,The Good Girl,Three,49.03
1344,The Glass Castle,One,16.24
1345,The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,One,39.55
1346,The Drowning Girls,Three,35.67
1347,The Constant Princess (The Tudor Court #1),Three,16.62
1348,The Bourne Identity (Jason Bourne #1),Four,42.78
1349,The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),Five,52.3
1350,The Art Book,Two,32.34
1351,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Four,33.17
1352,Team of Rivals: The Political Genius of Abraham Lincoln,Five,20.12
1353,Steal Like an Artist: 10 Things Nobody Told You About Being Creative,Two,20.9
1354,"Sit, Stay, Love",Three,20.9
1355,Sister Dear,Four,40.2
1356,"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",Three,52.87
1357,"Rich Dad, Poor Dad",One,51.74
1358,Raymie Nightingale,Two,34.41
1359,Playing from the Heart,One,32.38
1360,Nightstruck: A Novel,Four,50.35
1361,"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",Five,11.38
1362,Meternity,Three,43.58
1363,Memoirs of a Geisha,Three,49.67
1364,Like Never Before (Walker Family #2),Two,28.77
1365,Life of Pi,Four,13.22
1366,Leave This Song Behind: Teen Poetry at Its Best,Five,51.17
1367,King's Folly (The Kinsman Chronicles #1),Five,39.61
1368,John Adams,Four,57.43
1369,How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),Four,46.01
1370,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,Two,28.25
1371,Good in Bed (Cannie Shapiro #1),Five,37.05
1372,"Fruits Basket, Vol. 7 (Fruits Basket #7)",One,19.57
1373,For the Love: Fighting for Grace in a World of Impossible Standards,Three,45.13
1374,Finding God in the Ruins: How God Redeems Pain,Two,46.64
1375,Every Heart a Doorway (Every Heart A Doorway #1),Five,12.16
1376,Delivering the Truth (Quaker Midwife Mystery #1),Four,20.89
1377,Counted With the Stars (Out from Egypt #1),Five,17.97
1378,"Chronicles, Vol. 1",Two,52.6
1379,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,One,25.77
1380,Benjamin Franklin: An American Life,Three,48.19
1381,"At The Existentialist Café: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",Five,29.93
1382,A Summer In Europe,Two,44.34
1383,A Short History of Nearly Everything,Five,52.4
1384,A Gathering of Shadows (Shades of Magic #2),Four,44.81
1385,The Sound Of Love,Five,57.84
1386,The Rise and Fall of the Third Reich: A History of Nazi Germany,Two,39.67
1387,The Perks of Being a Wallflower,Three,55.02
1388,The Mysterious Affair at Styles (Hercule Poirot #1),Four,24.8
1389,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,Four,59.45
1390,The Makings of a Fatherless Child,Two,31.58
1391,The Joy of Cooking,Four,43.27
1392,The Invention of Wings,One,37.34
1393,The Hobbit (Middle-Earth Universe),Five,17.8
1394,The Great Railway Bazaar,One,30.54
1395,The Golden Compass (His Dark Materials #1),One,18.77
1396,The God Delusion,Three,46.85
1397,The Girl You Left Behind (The Girl You Left Behind #1),One,15.79
1398,The Fellowship of the Ring (The Lord of the Rings #1),Two,10.27
1399,The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),Five,15.42
1400,The Barefoot Contessa Cookbook,Five,59.92
1401,Tell the Wolves I'm Home,Two,50.96
1402,Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,Three,30.6
1403,Pride and Prejudice,Four,19.27
1404,Musicophilia: Tales of Music and the Brain,One,46.58
1405,Mere Christianity,Three,48.51
1406,Me Before You (Me Before You #1),One,19.02
1407,In the Woods (Dublin Murder Squad #1),Two,38.38
1408,In Cold Blood,Four,49.98
1409,How to Stop Worrying and Start Living,Five,46.49
1410,Give It Back,Two,18.32
1411,"Girl, Interrupted",Three,42.14
1412,Fun Home: A Family Tragicomic,Four,56.59
1413,"Fruits Basket, Vol. 6 (Fruits Basket #6)",Four,20.96
1414,Deception Point,Four,40.32
1415,"Death Note, Vol. 6: Give-and-Take (Death Note #6)",Three,36.39
1416,Catherine the Great: Portrait of a Woman,Four,58.55
1417,Better Homes and Gardens New Cook Book,Three,39.61
